Order ID,Order Date,Ship Date,Customer Name,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-14126,15-11-2022,19-11-2022,Tom Rodriguez,Consumer,West,Office Supplies,Binders,69.22,1,0.2,6.79
ORD-16931,24-06-2023,27-06-2023,Wei Young,Consumer,West,Office Supplies,Labels,69.21,1,0.5,-10.37
ORD-10284,25-09-2022,28-09-2022,Grace Lewis,Consumer,East,Office Supplies,Art,106.39,1,0,9.35
ORD-13417,17-02-2022,21-02-2022,David Patel,Home Office,South,Office Supplies,Labels,377.62,2,0.1,88.93
ORD-12036,09-03-2024,11-03-2024,,Consumer,East,Technology,Machines,560.27,2,0.1,71.65
ORD-10820,03-02-2023,05-02-2023,Nina Patel,Corporate,West,Furniture,Chairs,592.7,3,0.1,70.03
ORD-19486,20-04-2023,22-04-2023,Grace Khan,Consumer,Central,Technology,Phones,3079.55,2,0.3,397.37
ORD-16558,06-11-2022,07-11-2022,Sara Young,Corporate,West,Office Supplies,Labels,53.18,2,0,17.86
ORD-13876,10-05-2024,13-05-2024,Linda Lee,Corporate,West,Office Supplies,Art,62.84,2,0.1,-0.4
ORD-15773,01-09-2024,03-09-2024,Linda Patel,Consumer,Central,Technology,Copiers,60.62,1,0.1,-15.75
ORD-18399,20-08-2023,21-08-2023,Sara Young,Corporate,South,Furniture,Bookcases,2251.98,2,0,493.56
ORD-10524,01-08-2024,05-08-2024,Sara Wilson,Consumer,Central,Technology,Copiers,2725.33,2,0.2,410.21
ORD-10891,18-11-2023,19-11-2023,Wei Khan,Corporate,Central,Office Supplies,Paper,130.34,1,0.3,12.01
ORD-13592,10-05-2024,13-05-2024,Mohammed Davis,Consumer,East,Office Supplies,Art,714,4,0,193.32
ORD-17623,02-09-2022,03-09-2022,Nina Walker,Consumer,EAST,Office Supplies,Art,143.36,3,0.15,-21.37
ORD-14670,02-01-2023,03-01-2023,Nina Clark,Home Office,East,Office Supplies,Art,62.01,1,0.4,-0.23
ORD-16669,25-11-2022,27-11-2022,Maria Clark,Consumer,Central,Office Supplies,Storage,256.07,2,0.4,-41.53
ORD-17662,26-05-2022,28-05-2022,Nina Patel,Consumer,West,Technology,Machines,1100.88,1,0.1,141.4
ORD-11529,07-06-2024,10-06-2024,Carlos Johnson,Consumer,West,Furniture,Tables,854.01,1,0,117.24
ORD-12942,11-07-2022,13-07-2022,Nina Clark,Consumer,South,Furniture,Furnishings,118.52,1,0.1,-19.22
ORD-10498,07-11-2023,09-11-2023,Wei Davis,Consumer,Central,Furniture,Furnishings,462.64,1,0.1,-139.23
ORD-12546,24-12-2024,26-12-2024,Sara Rodriguez,Home Office,East,Office Supplies,Art,17.81,1,0.1,4.29
ORD-12782,09-12-2024,11-12-2024,Carlos Smith,Consumer,Central,Technology,Accessories,9546.72,6,0.2,-527.55
ORD-15079,25-07-2024,26-07-2024,Sara Rodriguez,Consumer,West,Office Supplies,Storage,109.29,1,0.4,-1.04
ORD-15816,03-06-2024,07-06-2024,Nina Lee,Consumer,South,Furniture,Bookcases,2940.38,4,0.2,1372.56
ORD-14246,14-11-2024,18-11-2024,Kevin Khan,Consumer,East,Technology,Phones,5267.12,5,0.2,-234.15
ORD-10379,16-04-2024,20-04-2024,Maria Brown,Consumer,South,Technology,Accessories,1378.41,1,0.3,-37.75
ORD-12580,27-10-2024,29-10-2024,Carlos Martinez,Corporate,East,Office Supplies,Labels,465.32,3,0.15,44.02
ORD-15196,27-07-2022,31-07-2022,Wei Walker,Corporate,West,Office Supplies,Binders,120.39,3,0.15,11.16
ORD-14864,23-03-2024,24-03-2024,Sara Walker,Corporate,Central,Furniture,Tables,1626.26,2,0.1,-160.05
ORD-19193,04-05-2023,,Nina Lee,Home Office,East,Technology,Accessories,1750.22,2,0,-17.06
ORD-17314,21-05-2022,23-05-2022,Mohammed Smith,Consumer,East,Office Supplies,Storage,967.88,4,0,130.58
ORD-10190,12-10-2022,15-10-2022,Maria Patel,Corporate,East,Technology,Phones,101.61,3,0,42.86
ORD-16401,17-12-2024,20-12-2024,Wei Young,Consumer,West,Furniture,Furnishings,1860.19,2,0.1,-109.63
ORD-11720,27-10-2024,31-10-2024,John Khan,Corporate,South,Furniture,Bookcases,1825.24,2,0,237.81
ORD-18288,22-04-2022,27-04-2022,Mohammed Rodriguez,Consumer,Central,Office Supplies,Labels,66.23,1,0.4,-2.27
ORD-16451,08-11-2022,10-11-2022,Anna Khan,Consumer,West,Furniture,Tables,3188.67,3,0,472.25
ORD-10020,01-09-2022,02-09-2022,Anna Johnson,Consumer,East,Office Supplies,Storage,55.84,2,0.4,2.4
ORD-17028,07-11-2024,09-11-2024,Maria Clark,Corporate,East,Office Supplies,Envelopes,402.79,2,0.1,22.66
ORD-18571,09-07-2024,14-07-2024,Fatima Rodriguez,Corporate,East,Technology,Phones,1840.19,2,0.2,246.54
ORD-13888,04-07-2024,07-07-2024,Kevin Patel,Consumer,West,Office Supplies,Storage,575.19,3,0,140.35
ORD-12866,18-02-2022,19-02-2022,Tom Young,Consumer,East,Technology,Phones,1245.74,1,0,216.68
ORD-12046,05-06-2023,07-06-2023,Wei Lee,Corporate,Central,Technology,Accessories,3836.3,2,0.15,-328.25
ORD-17295,02-08-2024,04-08-2024,Anna Young,Corporate,West,Technology,Accessories,6050.64,3,0,711.72
ORD-18941,04-10-2023,09-10-2023,Maria Walker,Consumer,East,Technology,Copiers,3742.09,4,0.3,531.51
ORD-15102,02-05-2024,06-05-2024,Sara Chen,Consumer,West,Technology,Accessories,3478.2,2,0,130.19
ORD-17237,12-08-2024,15-08-2024,Nina Johnson,Home Office,East,Technology,Phones,3670.97,3,0.3,672.23
ORD-19325,08-02-2022,10-02-2022,John Patel,Consumer,West,Office Supplies,Storage,92.23,2,0.1,6.47
ORD-18525,03-02-2024,06-02-2024,Priya Clark,Consumer,Central,Technology,Copiers,1901.8,2,0.3,-127.69
ORD-18946,05-05-2023,07-05-2023,Fatima Martinez,Consumer,Central,Technology,Phones,1718.74,2,0.4,-95.7
ORD-17203,13-11-2023,15-11-2023,Linda Wilson,Consumer,Central,Technology,Copiers,2320.79,1,0,926.84
ORD-10189,09-08-2024,10-08-2024,Anna Davis,Consumer,Central,Office Supplies,Envelopes,72.75,2,0.2,3.09
ORD-18277,14-12-2023,19-12-2023,Carlos Rodriguez,Consumer,West,Technology,Machines,3906.16,2,0.1,236
ORD-14906,17-07-2022,18-07-2022,Carlos Martinez,Consumer,Central,Office Supplies,Binders,186.5,1,0,8.99
ORD-10150,21-12-2024,22-12-2024,Anna Wilson,Consumer,West,Office Supplies,Art,43.38,1,0,5.95
ORD-16432,03-07-2023,07-07-2023,,Home Office,East,Office Supplies,Envelopes,366.1,3,0.15,37.18
ORD-10022,24-04-2024,29-04-2024,,Consumer,West,Technology,Phones,410.44,2,0,-22.2
ORD-11975,02-02-2024,05-02-2024,James Walker,Home Office,East,Office Supplies,Paper,298.65,3,0.1,72.45
ORD-19749,10-09-2023,15-09-2023,Nina Rodriguez,Home Office,Central,Office Supplies,Paper,132.02,1,0.1,29.88
ORD-18730,06-11-2022,08-11-2022,Fatima Garcia,Corporate,West,Office Supplies,Labels,507.7,3,0.15,56.16
ORD-15427,17-11-2023,21-11-2023,Nina Young,Consumer,WEST,Office Supplies,Binders,306.51,3,0,53.38
ORD-16330,17-06-2022,24-06-2022,Wei Wilson,Consumer,South,Office Supplies,Art,61.23,3,0,11.92
ORD-16807,23-05-2024,25-05-2024,James Patel,Corporate,South,Office Supplies,Binders,96.77,1,0.15,20.38
ORD-14753,10-12-2023,12-12-2023,Wei Johnson,Consumer,South,Technology,Copiers,3873.94,2,0.2,460.34
ORD-12355,16-05-2024,18-05-2024,Maria Walker,Consumer,East,Technology,Machines,3818.7,4,0.1,499.52
ORD-17080,25-10-2022,28-10-2022,John Walker,Consumer, East ,Technology,Machines,432.28,2,0,6.32
ORD-16653,02-01-2023,05-01-2023,Maria Smith,Consumer,West,Office Supplies,Binders,170.61,1,0.2,28.71
ORD-11382,20-12-2023,23-12-2023,Nina Garcia,Consumer,South,Office Supplies,Binders,188.35,2,0.1,16.92
ORD-11807,05-03-2023,12-03-2023,David Johnson,Consumer,East,Office Supplies,Labels,386.8,2,0.2,50.39
ORD-18739,11-02-2024,15-02-2024,James Martinez,Consumer,East,Office Supplies,Labels,662.06,5,0.15,63.15
ORD-12798,01-03-2023,02-03-2023,Priya Young,Corporate,South,Furniture,Chairs,5295.65,5,0,-777.91
ORD-10550,22-08-2022,24-08-2022,Sara Chen,Corporate,West,Furniture,Bookcases,1946.98,2,0,6.09
ORD-16690,13-10-2022,20-10-2022,Kevin Garcia,Consumer,East,Furniture,Bookcases,251.94,2,0,-25.51
ORD-12706,04-06-2022,08-06-2022,Anna Patel,Corporate,West,Furniture,Furnishings,1819.89,2,0.2,10.02
ORD-16910,05-07-2022,06-07-2022,Mohammed Patel,Consumer,West,Furniture,Furnishings,844.76,2,0.15,-45.5
ORD-11288,17-03-2023,20-03-2023,Anna Young,Corporate,East,Office Supplies,Envelopes,295.99,2,0.1,67.44
ORD-17885,05-10-2024,08-10-2024,Sara Young,Corporate,West,Office Supplies,Labels,65.73,2,0.2,9.6
ORD-19416,23-02-2023,25-02-2023,Wei Khan,Corporate,West,Office Supplies,Paper,515.34,3,0,145.94
ORD-15035,24-03-2022,27-03-2022,John Garcia,Consumer,East,Office Supplies,Envelopes,255.58,4,0.4,-17.92
ORD-17311,15-03-2024,16-03-2024,Priya Lee,Consumer,South,Office Supplies,Envelopes,51.79,2,0.3,1.58
ORD-12817,11-12-2023,12-12-2023,Priya Wilson,Consumer,Central,Office Supplies,Binders,155.62,3,0.2,26.61
ORD-18104,08-02-2022,10-02-2022,Grace Garcia,Home Office,South,Office Supplies,Labels,43.95,3,0,8.5
ORD-17269,04-09-2022,05-09-2022,Tom Rodriguez,Home Office,East,Furniture,Tables,904.73,1,0.2,-79.16
ORD-17400,21-11-2024,22-11-2024,Maria Davis,Corporate,South,Office Supplies,Binders,145.57,4,0.2,-7.57
ORD-17957,01-10-2022,02-10-2022,Fatima Lewis,Consumer,West,Office Supplies,Art,156.32,1,0.15,13.36
ORD-19199,27-08-2023,29-08-2023,James Brown,Consumer,South,Technology,Phones,3368.52,4,0,901.95
ORD-12103,05-06-2024,08-06-2024,Linda Martinez,Corporate,West,Office Supplies,Paper,5.82,1,0.1,0.41
ORD-15623,27-08-2022,29-08-2022,James Wilson,Consumer,West,Office Supplies,Labels,220.33,2,0.3,-10.01
ORD-14436,13-06-2023,15-06-2023,James Young,Home Office,Central,Furniture,Furnishings,1327.09,2,0.1,-72.19
ORD-12414,06-09-2022,07-09-2022,John Patel,Consumer,Central,Office Supplies,Storage,202.8,3,0.1,22.49
ORD-14990,04-09-2023,06-09-2023,Tom Lee,Consumer,Central,Office Supplies,Binders,237.33,2,0.1,47.64
ORD-12829,18-04-2024,19-04-2024,Nina Wilson,Home Office,Central,Office Supplies,Envelopes,20.85,1,0.2,0.11
ORD-13603,18-10-2022,22-10-2022,Kevin Chen,Home Office,East,Technology,Copiers,1965.36,4,0.5,-471.49
ORD-14516,04-06-2024,06-06-2024,Anna Patel,Corporate,East,Technology,Copiers,960.83,1,0.1,146.08
ORD-14857,20-02-2024,21-02-2024,Nina Garcia,Consumer,South,Office Supplies,Labels,319.73,5,0.15,0.96
ORD-13515,10-04-2024,14-04-2024,John Brown,Consumer,West,Office Supplies,Binders,805.25,4,0.1,194.8
ORD-12389,06-01-2024,08-01-2024,Priya Lee,Corporate,South,Office Supplies,Labels,899.22,6,0,180.75
ORD-17000,08-04-2024,11-04-2024,Linda Chen,Consumer,East,Office Supplies,Binders,38.07,1,0,6.59
ORD-17154,13-10-2022,16-10-2022,Linda Lewis,Consumer,Central,Technology,Machines,2894.34,3,0,1570.69
ORD-10864,23-12-2024,25-12-2024,Wei Rodriguez,Corporate,East,Technology,Copiers,678.7,1,0.15,50.51
ORD-11868,11-10-2022,13-10-2022,Fatima Wilson,Corporate,West,Office Supplies,Paper,94.8,1,0,23.34
ORD-14084,27-08-2023,01-09-2023,Mohammed Davis,Corporate,South,Office Supplies,Storage,110.53,1,0.1,9.04
ORD-10503,05-03-2023,09-03-2023,Mohammed Walker,Home Office,Central,Office Supplies,Paper,134.38,1,0,32.81
ORD-13441,18-09-2022,19-09-2022,James Johnson,Home Office,South,Office Supplies,Paper,283.86,2,0.1,-10.53
ORD-15674,23-10-2024,24-10-2024,Fatima Young,Consumer,South,Office Supplies,Storage,688.1,5,0,205.35
ORD-13804,03-07-2024,04-07-2024,John Young,Corporate,East,Office Supplies,Art,577.3,3,0.2,-3.15
ORD-10769,27-10-2023,28-10-2023,Nina Lee,Corporate,West,Furniture,Furnishings,1009.5,2,0.2,-7.89
ORD-10884,26-10-2022,27-10-2022,Grace Khan,Corporate,East,Office Supplies,Binders,352.16,4,0,60.04
ORD-15656,05-01-2022,08-01-2022,Tom Johnson,Corporate,East,Office Supplies,Paper,898.85,5,0,361.2
ORD-16436,16-06-2022,18-06-2022,Maria Chen,Consumer,East,Technology,Machines,167.88,3,0,22.94
ORD-19041,03-05-2023,10-05-2023,Kevin Smith,Home Office,West,Office Supplies,Labels,375.7,2,0,104.01
ORD-16420,07-10-2024,08-10-2024,Carlos Lee,Consumer,West,Office Supplies,Labels,450.25,4,0.1,18.83
ORD-12526,17-10-2024,24-10-2024,Kevin Young,Consumer,East,Technology,Machines,8511.28,5,0.2,2877.08
ORD-18657,20-09-2024,22-09-2024,David Wilson,Consumer,West,Office Supplies,Paper,183.31,2,0.15,21.02
ORD-12440,17-04-2022,21-04-2022,Kevin Clark,Corporate,west,Furniture,Furnishings,207.62,2,0,18.17
ORD-14005,02-06-2024,03-06-2024,Fatima Clark,Home Office,West,Technology,Machines,4156.06,3,0.1,-18.62
ORD-11286,17-07-2023,22-07-2023,Grace Wilson,Home Office,Central,Furniture,Furnishings,409.26,1,0.2,-68.07
ORD-18211,03-06-2023,05-06-2023,Linda Garcia,Home Office,East,Furniture,Furnishings,3592.08,3,0,-432.52
ORD-15388,25-10-2022,26-10-2022,Wei Smith,Consumer,East,Office Supplies,Paper,85.63,2,0.1,21.35
ORD-13593,18-11-2024,23-11-2024,Sara Brown,Home Office,West,Office Supplies,Binders,55.21,1,0.3,1.63
ORD-10710,03-11-2023,08-11-2023,Nina Brown,Home Office,West,Office Supplies,Labels,182.65,2,0.15,-11.79
ORD-12340,05-10-2023,07-10-2023,Sara Rodriguez,Home Office,West,Office Supplies,Envelopes,54.54,2,0.1,15.48
ORD-11866,17-10-2022,21-10-2022,Maria Rodriguez,Consumer,South,Technology,Accessories,1702.78,1,0.1,447.87
ORD-10098,15-11-2024,17-11-2024,Kevin Rodriguez,Corporate,Central,Office Supplies,Envelopes,598.95,5,0,137.1
ORD-14986,08-12-2022,12-12-2022,Carlos Walker,Consumer,West,Furniture,Tables,1024.74,2,0.15,-136.4
ORD-11401,26-09-2022,28-09-2022,David Davis,Corporate,East,Furniture,Furnishings,993.05,2,0.3,-430.8
ORD-11982,09-03-2023,10-03-2023,Tom Rodriguez,Consumer,East,Technology,Copiers,570.92,2,0.1,88.75
ORD-18690,14-07-2024,18-07-2024,Fatima Clark,Corporate,East,Office Supplies,Paper,124.57,1,0.1,16.08
ORD-15135,08-09-2024,12-09-2024,David Khan,Consumer,West,Furniture,Tables,619.86,1,0.15,-115.95
ORD-14353,04-03-2022,07-03-2022,David Chen,Home Office,Central,Technology,Accessories,1191.44,5,0.3,98.15
ORD-14892,01-09-2024,04-09-2024,David Khan,Home Office,West,Office Supplies,Envelopes,46.99,1,0.1,7.55
ORD-12595,18-03-2024,21-03-2024,Tom Wilson,Corporate,West,Technology,Machines,5672.2,4,0,677.24
ORD-15051,22-08-2024,24-08-2024,Wei Lewis,Corporate,Central,Office Supplies,Envelopes,254.86,4,0.15,95.41
ORD-15158,22-11-2023,26-11-2023,Maria Smith,Consumer,East,Technology,Accessories,1894.18,2,0,39.08
ORD-16355,04-08-2023,05-08-2023,Nina Young,Consumer,East,Technology,Phones,1330.79,1,0.1,172.83
ORD-11250,26-12-2024,29-12-2024,Sara Davis,Home Office,West,Furniture,Furnishings,1203.26,4,0.15,11.81
ORD-14673,03-11-2023,05-11-2023,Wei Rodriguez,Home Office,East,Office Supplies,Art,357.26,3,0.2,16.12
ORD-11465,05-05-2023,07-05-2023,Nina Patel,Consumer,East,Office Supplies,Binders,245.28,4,0,45.2
ORD-17873,18-03-2022,25-03-2022,Linda Garcia,Consumer,South,Office Supplies,Binders,311.69,4,0.1,86.07
ORD-19525,12-06-2024,15-06-2024,Anna Rodriguez,Consumer,East,Office Supplies,Paper,103.34,3,0.3,10.32
ORD-15726,07-08-2023,08-08-2023,James Martinez,Consumer,West,Furniture,Tables,885.21,1,0.15,16.77
ORD-11398,01-09-2023,03-09-2023,Carlos Patel,Home Office,South,Office Supplies,Labels,164.92,1,0.2,2.05
ORD-14766,24-02-2022,27-02-2022,Sara Khan,Corporate,East,Furniture,Furnishings,1483.37,5,0.3,-178.33
ORD-15358,16-06-2022,21-06-2022,Nina Lewis,Consumer,East,Office Supplies,Binders,119.24,1,0.4,4.47
ORD-15522,21-09-2022,24-09-2022,Sara Davis,Corporate,West,Office Supplies,Envelopes,70.28,1,0.1,25.83
ORD-12761,24-11-2024,25-11-2024,Mohammed Wilson,Consumer,Central,Technology,Copiers,382.73,1,0.4,2.22
ORD-19565,23-12-2023,26-12-2023,Nina Lee,Consumer,West,Office Supplies,Storage,265.73,5,0.1,19.59
ORD-16086,02-10-2024,05-10-2024,Maria Martinez,Corporate,East,Office Supplies,Art,45.54,1,0.2,2.39
ORD-14367,19-11-2022,22-11-2022,Mohammed Martinez,Corporate,Central,Furniture,Tables,238.33,1,0.15,-7.21
ORD-12022,05-10-2024,09-10-2024,Maria Lewis,Consumer,East,Office Supplies,Paper,59.69,1,0,5.97
ORD-11196,12-09-2022,14-09-2022,Nina Lewis,Consumer,West,Office Supplies,Envelopes,144.79,2,0.3,13.9
ORD-14512,18-03-2022,19-03-2022,Fatima Brown,Consumer,East,Office Supplies,Labels,175.17,3,0,58.11
ORD-11133,05-09-2023,06-09-2023,Fatima Lee,Consumer,South,Technology,Machines,2004.93,1,0.1,382.94
ORD-18166,19-10-2023,21-10-2023,Nina Brown,Consumer,Central,Office Supplies,Binders,110,1,0.15,21.13
ORD-16994,03-10-2023,07-10-2023,Grace Johnson,Corporate,East,Furniture,Tables,915.69,3,0,166.76
ORD-15658,26-10-2023,28-10-2023,Sara Chen,Consumer,South,Office Supplies,Labels,38.38,1,0,9.48
ORD-17201,11-11-2022,13-11-2022,Kevin Wilson,Corporate,West,Technology,Accessories,7718,4,0.1,-1686.2
ORD-16682,27-11-2023,01-12-2023,David Khan,Consumer,East,Furniture,Furnishings,146.45,1,0.3,3.46
ORD-15399,26-11-2022,27-11-2022,Anna Clark,Consumer,South,Technology,Accessories,798.08,1,0,205.63
ORD-13451,01-10-2024,06-10-2024,Sara Wilson,Corporate, East ,Office Supplies,Labels,616.35,5,0,40.46
ORD-17331,05-06-2023,06-06-2023,John Young,Consumer,South,Furniture,Chairs,340.16,1,0.5,-39.22
ORD-11011,04-04-2024,06-04-2024,Linda Smith,Corporate,West,Office Supplies,Labels,651.76,6,0.3,21.76
ORD-12643,08-01-2022,10-01-2022,Maria Brown,Home Office,East,Office Supplies,Art,65.05,1,0.15,7.22
ORD-16996,20-03-2022,25-03-2022,Anna Rodriguez,Corporate,West,Office Supplies,Binders,380.22,2,0,87.31
ORD-18393,22-11-2022,26-11-2022,David Walker,Corporate,South,Office Supplies,Storage,396,3,0,90.44
ORD-17039,19-06-2022,21-06-2022,Carlos Patel,Consumer,West,Office Supplies,Art,354.27,3,0,19.9
ORD-11236,01-07-2022,06-07-2022,Priya Wilson,Consumer,South,Office Supplies,Paper,413.64,3,0.15,46.62
ORD-15799,25-11-2024,27-11-2024,James Patel,Consumer,West,Furniture,Tables,68.38,1,0.4,-14.29
ORD-17589,11-09-2022,12-09-2022,Mohammed Chen,Consumer,East,Office Supplies,Labels,26.54,1,0,1.56
ORD-14994,25-08-2022,28-08-2022,Sara Brown,Consumer,central,Office Supplies,Storage,97.91,1,0.1,4.81
ORD-19373,20-03-2024,21-03-2024,Mohammed Davis,Consumer,South,Furniture,Bookcases,562.59,2,0.1,26.55
ORD-16981,13-01-2023,15-01-2023,Nina Brown,Home Office,West,Office Supplies,Paper,91.46,2,0,19.86
ORD-17690,17-01-2024,19-01-2024,Kevin Smith,Consumer,West,Technology,Machines,8953.48,6,0.3,736.55
ORD-13446,14-11-2023,18-11-2023,David Johnson,Consumer,East,Office Supplies,Envelopes,1033.87,6,0.15,150.32
ORD-14296,16-12-2024,17-12-2024,Sara Patel,Home Office,West,Office Supplies,Labels,289.29,6,0.5,-5.22
ORD-15823,02-09-2024,04-09-2024,Wei Garcia,Home Office,South,Furniture,Chairs,892.84,1,0.1,41.4
ORD-18978,14-04-2024,18-04-2024,Kevin Smith,Corporate,East,Technology,Machines,1336.34,3,0.1,413.98
ORD-11842,15-07-2024,16-07-2024,John Khan,Consumer,South,Furniture,Tables,664.27,3,0.2,-25.22
ORD-10734,12-12-2023,14-12-2023,Tom Patel,Consumer,CENTRAL,Furniture,Tables,553.06,1,0.3,-239.4
ORD-10462,24-11-2023,25-11-2023,Fatima Garcia,Consumer,South,Office Supplies,Binders,69.82,3,0.15,5.62
ORD-12739,20-10-2022,21-10-2022,Nina Lewis,Home Office,East,Technology,Phones,1599.48,2,0.1,671.72
ORD-11206,26-01-2023,29-01-2023,Mohammed Khan,Consumer,Central,Office Supplies,Storage,31.35,3,0,5.21
ORD-16629,12-03-2023,15-03-2023,Fatima Clark,Consumer,Central,Technology,Machines,1781.98,1,0.2,80.23
ORD-12319,08-11-2022,09-11-2022,James Wilson,Home Office,West,Technology,Machines,2229.8,3,0.15,257.49
ORD-13064,01-11-2023,06-11-2023,Maria Smith,Consumer,West,Office Supplies,Envelopes,324.09,3,0,89.9
ORD-10599,09-08-2022,12-08-2022,James Martinez,Consumer,West,Technology,Phones,4710.53,6,0.1,667.89
ORD-18090,20-12-2023,25-12-2023,Linda Walker,Corporate,Central,Furniture,Furnishings,1334.97,5,0.1,19.35
ORD-13351,06-06-2023,08-06-2023,Mohammed Brown,Home Office,West,Office Supplies,Art,73.12,3,0.1,15.84
ORD-19252,22-08-2023,23-08-2023,Tom Wilson,Consumer,East,Furniture,Tables,765.96,1,0,-50.46
ORD-13544,05-11-2024,08-11-2024,Kevin Brown,Corporate,East,Furniture,Bookcases,1021.3,2,0.1,-426.63
ORD-10400,04-11-2024,07-11-2024,Mohammed Clark,Consumer,East,Technology,Accessories,1965.41,3,0.15,-113.56
ORD-13321,09-11-2023,12-11-2023,John Khan,Corporate,West,Office Supplies,Storage,387.28,5,0.5,-58.35
ORD-16150,24-05-2023,26-05-2023,Fatima Garcia,Consumer,West,Office Supplies,Binders,179.21,2,0.15,33.83
ORD-11776,25-02-2022,04-03-2022,Sara Khan,Consumer,South,Technology,Machines,3263.5,2,0,295.95
ORD-19250,04-10-2024,07-10-2024,Sara Chen,Consumer,South,Technology,Copiers,1822.74,1,0.1,-64.49
ORD-10514,12-10-2022,15-10-2022,James Young,Consumer,South,Office Supplies,Paper,175.24,2,0.15,39.77
ORD-13162,13-10-2024,17-10-2024,Kevin Patel,Consumer,Central,Office Supplies,Envelopes,32.62,1,0.4,-1.55
ORD-15140,14-12-2023,15-12-2023,Mohammed Brown,Consumer,Central,Technology,Phones,3428.52,2,0,536.07
ORD-17522,09-11-2024,13-11-2024,Mohammed Khan,Corporate,South,Technology,Copiers,1843.99,1,0,1.51
ORD-19241,19-10-2022,24-10-2022,Anna Clark,Consumer,East,Technology,Machines,255.02,1,0,8.67
ORD-12544,06-08-2023,09-08-2023,Linda Davis,Corporate,Central,Furniture,Furnishings,1330.76,2,0,-155.04
ORD-17852,08-11-2022,12-11-2022,Tom Davis,Consumer,Central,Office Supplies,Art,829.33,4,0.1,-8.28
ORD-17053,23-11-2024,,Sara Lewis,Corporate,Central,Furniture,Tables,81.48,1,0.4,26.75
ORD-15245,20-12-2022,25-12-2022,Carlos Khan,Home Office,Central,Office Supplies,Paper,22.37,1,0,8.31
ORD-10814,17-03-2023,19-03-2023,Tom Smith,Consumer,South,Office Supplies,Binders,413.67,3,0.1,61.32
ORD-17487,11-11-2023,12-11-2023,Kevin Garcia,Corporate,West,Office Supplies,Envelopes,108.41,1,0.5,2.87
ORD-18645,05-11-2022,12-11-2022,Kevin Walker,Consumer,South,Office Supplies,Art,440.61,3,0,150.69
ORD-12206,04-05-2022,05-05-2022,John Johnson,Consumer,West,Technology,Copiers,509.74,2,0,71.13
ORD-12752,11-08-2024,14-08-2024,Nina Brown,Consumer,East,Office Supplies,Labels,771.4,4,0,141.53
ORD-14987,07-03-2023,09-03-2023,Maria Davis,Consumer,EAST,Technology,Accessories,1713.04,1,0,538.06
ORD-18615,02-03-2023,03-03-2023,Mohammed Brown,Corporate,Central,Office Supplies,Art,42.74,5,0.3,3.79
ORD-18898,12-10-2024,13-10-2024,David Smith,Consumer,Central,Office Supplies,Paper,175.08,6,0,49.75
ORD-10703,11-12-2024,14-12-2024,John Patel,Consumer,West,Office Supplies,Paper,481.47,4,0.2,105.79
ORD-10829,23-08-2023,25-08-2023,Kevin Chen,Consumer,Central,Office Supplies,Binders,460.13,3,0.1,50.13
ORD-16339,21-11-2023,25-11-2023,David Walker,Consumer,South,Office Supplies,Art,732.48,4,0,202.03
ORD-11035,10-05-2023,17-05-2023,Anna Chen,Home Office,West,Office Supplies,Binders,463.21,3,0.15,45.45
ORD-17391,04-09-2024,05-09-2024,Linda Lee,Home Office,South,Office Supplies,Envelopes,128.1,1,0.15,-4.73
ORD-10219,03-05-2022,06-05-2022,Maria Khan,Corporate,Central,Office Supplies,Labels,121.5,1,0.3,-4.39
ORD-17445,22-11-2022,26-11-2022,Nina Brown,Consumer,Central,Furniture,Furnishings,1769.99,2,0.15,184.52
ORD-13548,20-12-2022,21-12-2022,David Martinez,Corporate,south,Office Supplies,Paper,545.43,4,0.15,59.8
ORD-16482,10-10-2023,15-10-2023,Carlos Khan,Corporate,Central,Office Supplies,Paper,701.79,4,0.2,78.01
ORD-16933,24-01-2023,27-01-2023,,Corporate,EAST,Office Supplies,Labels,217,1,0,63.05
ORD-17682,27-11-2024,29-11-2024,Fatima Johnson,Consumer,East,Office Supplies,Paper,70.52,4,0.15,19.63
ORD-17614,06-06-2024,10-06-2024,Linda Rodriguez,Consumer,West,Office Supplies,Storage,29.05,1,0,5.48
ORD-16201,22-03-2022,25-03-2022,Tom Young,Consumer,East,Office Supplies,Envelopes,19.35,1,0.15,0.88
ORD-18970,07-05-2022,08-05-2022,Sara Rodriguez,Home Office,West,Office Supplies,Labels,111.9,1,0,25.52
ORD-10016,22-11-2024,26-11-2024,Maria Khan,Consumer,Central,Furniture,Tables,1474.81,2,0.1,-305.83
ORD-19278,14-03-2024,15-03-2024,Anna Garcia,Corporate,West,Office Supplies,Art,9.57,1,0.2,-0.03
ORD-13643,02-04-2023,07-04-2023,Priya Lewis,Corporate,Central,Furniture,Tables,718.35,3,0,-124.37
ORD-12786,23-09-2023,24-09-2023,Maria Wilson,Consumer,West,Office Supplies,Labels,427.15,3,0.15,109.89
ORD-10821,14-03-2023,18-03-2023,Priya Smith,Consumer,South,Technology,Accessories,4020.41,3,0.3,-663.19
ORD-14623,19-04-2022,22-04-2022,Carlos Clark,Consumer,East,Office Supplies,Labels,541.1,3,0.2,62.15
ORD-12677,24-09-2023,29-09-2023,Kevin Davis,Corporate,West,Furniture,Furnishings,1133.02,4,0.15,223.8
